Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,currTime
9060,0,20.1313,38.7368,-537.574,16878.2,-26695.4,-495.784,-49.659,-31.397,0,45300
9061,0,20.1173,38.3921,-538.085,17411.6,-26669,-401.848,-49.5629,-32.3581,0,45305
9062,0,20.061,37.7791,-539.393,17950,-26691.3,-339.343,-49.4841,-33.2776,0,45310
9063,0,20.3465,37.2092,-540.528,18476.9,-26766.9,-393.242,-49.52,-34.1827,0,45315
9064,0,20.6918,36.7509,-541.158,18936.7,-26823.1,-452.753,-49.5662,-34.9927,0,45320
9065,0,21.0704,36.4365,-541.664,19348.1,-26829.7,-371.893,-49.532,-35.7196,0,45325
9066,0,21.3552,36.1392,-541.592,19744.7,-26852.9,-334.892,-49.5813,-36.4569,0,45330
9067,0,21.7531,35.9851,-541.331,20074.8,-26848.5,-296.264,-49.5973,-37.0843,0,45335
9068,0,22.0751,36.1955,-540.98,20377,-26766.1,-196.669,-49.477,-37.667,0,45340
9069,0,22.3827,36.4105,-540.48,20615.9,-26718.9,-213.988,-49.4356,-38.1438,0,45345
9070,0,22.6158,36.7725,-539.528,20839,-26713.7,-203.694,-49.5131,-38.6247,0,45350
9071,0,22.9576,37.2701,-538.862,21086.3,-26703.9,-185.33,-49.5561,-39.1312,0,45355
9072,0,23.45,37.8718,-538.675,21335.1,-26681.6,-206.144,-49.5319,-39.6066,0,45360
9073,0,23.525,38.6381,-538.813,21590.1,-26702.9,-264.593,-49.5587,-40.0697,0,45365
9074,0,23.3955,39.425,-539.352,21869.3,-26781.7,-334.063,-49.6553,-40.5472,0,45370
9075,0,23.3609,40.3416,-540.322,22135.4,-26825.2,-304.139,-49.6468,-40.9669,0,45375
9076,0,23.2005,41.4426,-540.969,22418.5,-26840.3,-317.054,-49.6151,-41.4413,0,45380
9077,0,23.2763,42.6587,-541.301,22713.5,-26883.5,-381.725,-49.6647,-41.961,0,45385
9078,0,23.4537,43.464,-541.325,22986.9,-26880.2,-387.142,-49.6563,-42.4642,0,45390
9079,0,23.4951,43.7483,-540.836,23272.3,-26842.9,-376.009,-49.6322,-43.0304,0,45395
9080,0,23.5118,43.7216,-540.111,23557.4,-26765.4,-323.078,-49.5554,-43.616,0,45400
9081,0,23.5903,43.3729,-539.117,23886.2,-26701.5,-334.412,-49.5283,-44.3066,0,45405
9082,0,23.7262,42.9438,-538.243,24262.2,-26656.9,-258.198,-49.5259,-45.077,0,45410
9083,0,23.6516,42.574,-537.348,24630.1,-26587.9,-154.055,-49.4799,-45.8367,0,45415
9084,0,23.7775,42.4927,-536.279,25013.3,-26522.2,-56.0431,-49.4559,-46.6428,0,45420
9085,0,24.0768,42.6248,-535.374,25427.2,-26399.6,97.3761,-49.3104,-47.4946,0,45425
9086,0,24.4796,42.7126,-534.705,25826,-26324.2,128.866,-49.2312,-48.2996,0,45430
9087,0,24.6965,42.8526,-534.168,26244.6,-26309.5,186.091,-49.2533,-49.1319,0,45435
9088,0,24.6485,43.192,-533.687,26715.7,-26207.4,342.945,-49.1063,-50.0589,0,45440
9089,0,24.7652,43.4502,-533.613,27249.9,-26064.3,360.893,-48.845,-51.0667,0,45445
9090,0,25.2178,43.597,-534.026,27832.7,-26002.9,309.341,-48.6923,-52.1184,0,45450
9091,0,25.6817,43.614,-534.532,28437.2,-25949.5,430.448,-48.5463,-53.1999,0,45455
9092,0,26.5284,43.6082,-534.813,29014.6,-25920.3,560.319,-48.4662,-54.2518,0,45460
9093,0,27.4659,43.7427,-534.406,29509.8,-25832.7,644.214,-48.339,-55.2201,0,45465
9094,0,28.2214,43.9865,-533.718,29969.5,-25724.7,713.553,-48.1991,-56.1525,0,45470
9095,0,29.1116,44.294,-532.868,30471.6,-25661.9,767.406,-48.158,-57.1847,0,45475
9096,0,30.0147,44.8832,-531.756,30968.8,-25543.7,824.587,-48.0364,-58.2394,0,45480
9097,0,30.8871,45.5428,-530.549,31421.9,-25425.2,889.295,-47.9223,-59.2257,0,45485
9098,0,31.5179,45.9927,-528.899,31790.7,-25358.6,884.081,-47.946,-60.1081,0,45490
9099,0,31.5841,46.2649,-526.981,32156.7,-25280.4,906.635,-47.9722,-61.0216,0,45495
9100,0,31.5783,46.5122,-525.243,32563,-25213.5,974.266,-48.0034,-61.9967,0,45500
9101,0,31.5029,46.7293,-523.562,32964.1,-25115.2,1004.24,-47.9698,-62.9619,0,45505
9102,0,31.4062,46.6879,-521.618,33264.1,-25040.2,1004.59,-48.005,-63.7716,0,45510
9103,0,30.9803,46.2526,-519.543,33477.8,-25085.8,950.878,-48.2846,-64.4375,0,45515
9104,0,30.4828,46.2411,-517.8,33713.7,-25120.7,928.762,-48.5144,-65.11,0,45520
9105,0,30.1156,46.3996,-516.512,33884,-25119.5,871.536,-48.633,-65.6017,0,45525
9106,0,29.7819,46.4816,-515.725,34036.7,-25103.5,915.419,-48.6762,-65.9979,0,45530
9107,0,29.7486,46.3692,-515.219,34301.5,-25115.2,937.461,-48.7467,-66.5767,0,45535
9108,0,29.8137,46.2879,-515.031,34599.5,-25174.2,876.109,-48.879,-67.1795,0,45540
9109,0,29.9283,46.5034,-514.844,34837,-25176.2,923.632,-48.9006,-67.6653,0,45545
9110,0,30.1639,46.924,-514.719,35033.5,-25134.2,1016.41,-48.8309,-68.0634,0,45550
9111,0,30.4459,47.6077,-514.063,35219.4,-25128.7,1021.08,-48.8826,-68.5121,0,45555
9112,0,30.5701,48.4729,-513.288,35333.9,-25097.7,986.903,-48.8959,-68.8385,0,45560
9113,0,30.6911,49.2674,-512.426,35449.1,-25068.8,962.065,-48.9218,-69.1792,0,45565
9114,0,30.8663,49.816,-512,35644.7,-25029,943.062,-48.8847,-69.6186,0,45570
9115,0,31.0738,50.0468,-511.991,35884.9,-25009.2,962.995,-48.8469,-70.089,0,45575
9116,0,31.3029,50.2099,-511.638,36134.1,-25018.5,937.795,-48.8989,-70.6245,0,45580
9117,0,31.492,50.3982,-511.219,36374.7,-24993.8,938.817,-48.8906,-71.153,0,45585
9118,0,31.5644,50.5647,-510.532,36535.4,-24932.5,993.975,-48.8363,-71.5635,0,45590
9119,0,31.7029,50.7131,-508.809,36610.5,-24954,1001.33,-49.0444,-71.9538,0,45595
9120,0,31.6719,50.745,-506.989,36653.1,-24928.8,955.142,-49.1703,-72.2957,0,45600
9121,0,31.7615,50.6759,-505.318,36727.6,-24906.6,964.176,-49.2891,-72.6825,0,45605
9122,0,31.7667,50.5261,-503.571,36762.9,-24870.6,981.11,-49.3885,-73.0046,0,45610
9123,0,31.8792,50.5673,-502.361,36792.5,-24846.5,972.785,-49.4595,-73.2393,0,45615
9124,0,32.1944,50.7026,-501.417,36815.6,-24859.7,979.403,-49.579,-73.4232,0,45620
9125,0,32.2498,50.9926,-500.455,36804.7,-24843,992.601,-49.6409,-73.5426,0,45625
9126,0,32.2222,51.7707,-499.368,36819.1,-24814.1,973.688,-49.6911,-73.7315,0,45630
9127,0,32.3835,52.7836,-498.367,36886.5,-24804.7,880.055,-49.7719,-74.0149,0,45635
9128,0,32.6354,53.4651,-497.371,36898.5,-24824.5,797.474,-49.9116,-74.1872,0,45640
9129,0,32.757,53.9283,-496.181,36881.6,-24785.9,747.416,-49.9534,-74.3312,0,45645
9130,0,32.7742,54.2331,-494.813,36915.9,-24720,731.965,-49.9584,-74.606,0,45650
9131,0,32.817,54.4491,-492.731,36900.9,-24681.7,730.122,-50.0919,-74.8909,0,45655
9132,0,32.8017,55.03,-490.608,36820.1,-24640.7,711.835,-50.225,-75.0502,0,45660
9133,0,32.7256,55.8226,-488.431,36703.9,-24548.2,695.972,-50.2592,-75.1465,0,45665
9134,0,32.6922,56.2491,-485.835,36592,-24415,631.817,-50.2537,-75.3181,0,45670
9135,0,32.9855,56.8268,-483.11,36461.7,-24353.1,655.906,-50.4095,-75.473,0,45675
9136,0,33.0448,57.6447,-480.858,36333.9,-24305.9,757.773,-50.5469,-75.5606,0,45680
9137,0,32.9488,58.3619,-479.266,36282.1,-24280.5,736.801,-50.6618,-75.7035,0,45685
9138,0,33.0324,58.9197,-478.318,36318.2,-24289,697.37,-50.7802,-75.9291,0,45690
9139,0,33.2484,59.6058,-477.758,36373.7,-24282.5,714.234,-50.8259,-76.1342,0,45695
9140,0,33.6131,60.0323,-477.311,36456.7,-24263.7,695.791,-50.8343,-76.3795,0,45700
9141,0,34.2254,60.564,-476.656,36535,-24232.5,689.304,-50.8387,-76.6487,0,45705
9142,0,34.7907,61.5841,-476.309,36560.9,-24222,646.424,-50.8536,-76.7588,0,45710
9143,0,35.2314,62.98,-475.98,36647.6,-24199.4,655.782,-50.8411,-76.9941,0,45715
9144,0,35.6533,64.4265,-475.458,36723.7,-24133.9,679.747,-50.7592,-77.2387,0,45720
9145,0,36.1349,65.3595,-475.129,36830.7,-24116.7,641.729,-50.7583,-77.5173,0,45725
9146,0,36.4781,66.1305,-474.115,36953.9,-24029.1,648.586,-50.6819,-77.9433,0,45730
9147,0,36.7586,66.8298,-472.376,36994.1,-23888.4,649.928,-50.5706,-78.3154,0,45735
9148,0,36.8619,67.8279,-469.902,37025.6,-23758.1,697.417,-50.5598,-78.7952,0,45740
9149,0,36.9765,68.9189,-466.816,37013.1,-23619.1,633.93,-50.5963,-79.2892,0,45745
9150,0,36.7498,70.0304,-463.569,36978.6,-23461.4,489.339,-50.6104,-79.7702,0,45750
9151,0,36.3175,70.8944,-460.136,36974.2,-23250.4,368.196,-50.5291,-80.3561,0,45755
9152,0,36.1641,71.3952,-456.403,37008,-23038.1,267.187,-50.4775,-81.0878,0,45760
9153,0,36.1695,71.5229,-452.377,37059.6,-22811.6,318.671,-50.4259,-81.9238,0,45765
9154,0,36.0804,71.0982,-447.939,37023.1,-22522.5,392.222,-50.2798,-82.6537,0,45770
9155,0,36.2715,70.3186,-442.293,36848.3,-22250.3,477.446,-50.3072,-83.3141,0,45775
9156,0,36.3906,69.6726,-435.938,36619.8,-21936.6,619.603,-50.3201,-84.0047,0,45780
9157,0,36.5675,68.8059,-429.368,36365.7,-21547,741.643,-50.1824,-84.6984,0,45785
9158,0,36.864,67.1765,-422.443,36054.7,-21143.5,888.667,-50.0501,-85.3507,0,45790
9159,0,37.383,65.6356,-415.514,35719.2,-20755.3,1015.03,-49.9506,-85.9663,0,45795
9160,0,37.9275,65.2421,-409.328,35344.5,-20420.2,1082.16,-49.8871,-86.3485,0,45800
9161,0,38.5064,66.1694,-404.257,35052.6,-20149.9,1178.23,-49.844,-86.71,0,45805
9162,0,39.2139,67.1404,-400.113,34797.5,-19929.5,1223.41,-49.8097,-86.9695,0,45810
9163,0,39.6352,67.4876,-395.272,34465.2,-19672.8,1188.64,-49.7701,-87.1945,0,45815
9164,0,39.6162,67.3757,-389.221,34079.4,-19356.8,1240.23,-49.7321,-87.5597,0,45820
9165,0,39.4961,66.7995,-381.552,33544,-18971.8,1319.6,-49.7227,-87.9163,0,45825
9166,0,39.1795,66.2498,-372.872,32958.1,-18533.1,1339.65,-49.7034,-88.393,0,45830
9167,0,38.6972,65.99,-364.761,32362,-18094.5,1357.06,-49.6059,-88.722,0,45835
9168,0,38.1842,65.5759,-356.827,31784.9,-17714.4,1356.8,-49.6453,-89.0793,0,45840
9169,0,37.3013,64.8802,-348.563,31225.1,-17408.2,1378.68,-49.9451,-89.5854,0,45845
9170,0,36.3954,64.0279,-339.814,30652.3,-16975.8,1377.45,-49.9543,-90.2076,0,45850
9171,0,35.394,63.348,-330.781,30063.3,-16591.9,1281,-50.1631,-90.8901,0,45855
9172,0,34.0613,62.8876,-321.865,29482.7,-16199.5,1179.58,-50.3295,-91.6044,0,45860
9173,0,32.6719,62.2095,-312.973,28806.5,-15837.1,1055.02,-50.6057,-92.0431,0,45865
9174,0,31.3767,61.2976,-303.461,28118,-15485.4,897.945,-51.0323,-92.6649,0,45870
9175,0,29.7854,60.1873,-293.686,27406.1,-15099.3,770.971,-51.4165,-93.3218,0,45875
9176,0,28.3038,59.2183,-283.86,26696.9,-14710.6,718.948,-51.827,-94.0571,0,45880
9177,0,27.0151,58.2476,-274.532,26099,-14291.5,640.646,-52.0583,-95.0758,0,45885
9178,0,25.6523,56.6989,-264.851,25526.1,-13860.1,657.859,-52.3354,-96.3928,0,45890
9179,0,24.5316,54.8265,-254.746,24953.1,-13398,718.872,-52.5953,-97.9686,0,45895
9180,0,23.7149,52.7381,-244.824,24406.4,-12915.3,750.843,-52.7551,-99.7068,0,45900
9181,0,22.7257,50.1363,-234.601,23866,-12443.7,814.349,-53.0461,-101.754,0,45905
9182,0,21.7819,47.1032,-224.32,23380.7,-11964.1,908.627,-53.3377,-104.259,0,45910
9183,0,20.8245,43.9302,-215.231,22915.3,-11533.6,1049.55,-53.5899,-106.486,0,45915
9184,0,19.9772,41.3034,-207.314,22582.2,-11135.1,1225.82,-53.7118,-108.953,0,45920
9185,0,19.2431,39.1846,-200.048,22374.9,-10816.9,1312.43,-54.0766,-111.873,0,45925
9186,0,18.8351,36.8145,-193.574,22063.9,-10512.2,1328.02,-54.3058,-113.994,0,45930
9187,0,18.8116,34.9892,-187.332,21744.7,-10189.3,1406.35,-54.3931,-116.096,0,45935
9188,0,18.9489,33.9407,-180.6,21491.6,-9867.57,1475.75,-54.6406,-119.031,0,45940
9189,0,18.4719,32.07,-173.198,21176.7,-9541.03,1562.83,-55.0935,-122.304,0,45945
9190,0,17.6186,29.3325,-165.908,20834.4,-9247.88,1587.59,-55.7485,-125.612,0,45950
9191,0,16.5756,26.8503,-160.339,20492.8,-8993.31,1623.68,-56.09,-127.82,0,45955
9192,0,15.3661,26.2622,-155.759,20137.3,-8807.54,1715.83,-56.5509,-129.295,0,45960
9193,0,15.0376,26.3088,-150.882,19752.9,-8603.13,1748.06,-57.0212,-130.93,0,45965
9194,0,15.3238,25.4233,-145.222,19287.5,-8310.23,1750.67,-57.2258,-132.835,0,45970
9195,0,15.4018,23.7819,-139.123,18843,-7963.13,1860.2,-57.2373,-135.474,0,45975
9196,0,15.7687,21.6268,-132.735,18364,-7701.04,1907.51,-58.035,-138.385,0,45980
9197,0,15.8129,19.4125,-126.269,17767.2,-7409.9,2012.46,-58.685,-140.734,0,45985
9198,0,15.6225,17.6704,-119.492,17083.2,-6997.68,2176.04,-58.5575,-142.999,0,45990
9199,0,15.6728,16.2572,-112.464,16384.3,-6639.95,2247.84,-59.0564,-145.729,0,45995
9200,0,15.77,15.0372,-105.85,15668.7,-6334.18,2310.6,-59.8498,-148.055,0,46000
9201,0,16.0245,14.2776,-99.7277,14988.5,-6051.51,2371.79,-60.6949,-150.331,0,46005
9202,0,15.8925,13.3985,-93.9135,14314.8,-5812.17,2411.95,-61.9085,-152.453,0,46010
9203,0,15.5747,12.6846,-88.3681,13665.4,-5586.77,2428.19,-63.2411,-154.679,0,46015
9204,0,15.4016,12.0765,-83.502,13135.4,-5414.21,2415.04,-64.863,-157.343,0,46020
9205,0,14.9025,10.8095,-79.4065,12703.5,-5239.44,2464.37,-65.99,-160.011,0,46025
9206,0,14.3892,9.03776,-75.497,12301.1,-5108.46,2479.37,-67.6954,-162.975,0,46030
9207,0,13.5106,7.12495,-71.0813,11863.1,-4961.75,2498.34,-69.835,-166.967,0,46035
9208,0,12.7015,5.7551,-65.8882,11266.8,-4771.67,2585.25,-72.4842,-171.076,0,46040
9209,0,12.1458,4.9772,-60.1961,10447.2,-4625.34,2491.05,-76.9641,-173.59,0,46045
9210,0,10.95,4.56576,-54.9564,9581.74,-4415.14,2293.66,-80.3826,-174.356,0,46050
9211,0,9.8938,3.8147,-50.122,8798.91,-4209.52,2161.07,-84.0991,-175.596,0,46055
9212,0,9.7089,3.03906,-46.1741,8207.23,-4038.55,2049.93,-87.5054,-177.786,0,46060
9213,0,9.5652,2.2149,-42.1176,7598.77,-3846.57,2075.57,-91.4609,-180.495,0,46065
9214,0,9.24099,1.17341,-38.3565,6986.53,-3711.2,2202.39,-96.87,-182.163,0,46070
9215,0,8.79762,0.124186,-35.3255,6378.48,-3571.61,2137.97,-101.173,-180.497,0,46075
9216,0,8.17075,-0.577675,-31.9239,5803.01,-3419.25,2060.42,-107.336,-181.91,0,46080
9217,0,7.62992,-1.0234,-28.6747,5265.38,-3296.5,2001.5,-115.148,-183.615,0,46085
9218,0,6.87299,-1.30575,-25.5149,4693.5,-3207.01,1933.14,-126.112,-183.979,0,46090
9219,0,6.07211,-1.82408,-22.6597,4099.64,-3116.61,1817.75,-137.826,-180.759,0,46095
9220,0,2.37295,-0.873284,-8.85671,1578.95,-1259.21,716.739,-58.2241,-73.0084,0,46100
9221,0,0,0,0,0,0,0,0,0,0,46105
9222,0,0,0,0,0,0,0,0,0,0,46110
9223,0,0,0,0,0,0,0,0,0,0,46115
9224,0,0,0,0,0,0,0,0,0,0,46120
9225,0,0,0,0,0,0,0,0,0,0,46125
9226,0,0,0,0,0,0,0,0,0,0,46130
9227,0,0,0,0,0,0,0,0,0,0,46135
9228,0,0,0,0,0,0,0,0,0,0,46140
9229,0,0,0,0,0,0,0,0,0,0,46145
9230,0,0,0,0,0,0,0,0,0,0,46150
9231,0,0,0,0,0,0,0,0,0,0,46155
9232,0,0,0,0,0,0,0,0,0,0,46160
9233,0,0,0,0,0,0,0,0,0,0,46165
9234,0,0,0,0,0,0,0,0,0,0,46170
9235,0,0,0,0,0,0,0,0,0,0,46175
9236,0,0,0,0,0,0,0,0,0,0,46180
9237,0,0,0,0,0,0,0,0,0,0,46185
9238,0,0,0,0,0,0,0,0,0,0,46190
9239,0,0,0,0,0,0,0,0,0,0,46195
9240,0,0,0,0,0,0,0,0,0,0,46200
9241,0,0,0,0,0,0,0,0,0,0,46205
9242,0,0,0,0,0,0,0,0,0,0,46210
9243,0,0,0,0,0,0,0,0,0,0,46215
9244,0,0,0,0,0,0,0,0,0,0,46220
9245,0,0,0,0,0,0,0,0,0,0,46225
9246,0,0,0,0,0,0,0,0,0,0,46230
9247,0,0,0,0,0,0,0,0,0,0,46235
9248,0,0,0,0,0,0,0,0,0,0,46240
9249,0,0,0,0,0,0,0,0,0,0,46245
9250,0,0,0,0,0,0,0,0,0,0,46250
9251,0,0,0,0,0,0,0,0,0,0,46255
9252,0,0,0,0,0,0,0,0,0,0,46260
9253,0,0,0,0,0,0,0,0,0,0,46265
9254,0,0,0,0,0,0,0,0,0,0,46270
9255,0,0,0,0,0,0,0,0,0,0,46275
9256,0,0,0,0,0,0,0,0,0,0,46280
9257,0,0,0,0,0,0,0,0,0,0,46285
9258,0,0,0,0,0,0,0,0,0,0,46290
9259,0,0,0,0,0,0,0,0,0,0,46295
9260,0,0,0,0,0,0,0,0,0,0,46300
9261,0,0,0,0,0,0,0,0,0,0,46305
9262,0,0,0,0,0,0,0,0,0,0,46310
9263,0,0,0,0,0,0,0,0,0,0,46315
9264,0,0,0,0,0,0,0,0,0,0,46320
9265,0,0,0,0,0,0,0,0,0,0,46325
9266,0,0,0,0,0,0,0,0,0,0,46330
9267,0,0,0,0,0,0,0,0,0,0,46335
9268,0,0,0,0,0,0,0,0,0,0,46340
9269,0,0,0,0,0,0,0,0,0,0,46345
9270,0,0,0,0,0,0,0,0,0,0,46350
9271,0,0,0,0,0,0,0,0,0,0,46355
9272,0,0,0,0,0,0,0,0,0,0,46360
9273,0,0,0,0,0,0,0,0,0,0,46365
9274,0,0,0,0,0,0,0,0,0,0,46370
9275,0,0,0,0,0,0,0,0,0,0,46375
9276,0,0,0,0,0,0,0,0,0,0,46380
9277,0,0,0,0,0,0,0,0,0,0,46385
9278,0,0,0,0,0,0,0,0,0,0,46390
9279,0,0,0,0,0,0,0,0,0,0,46395
9280,0,0,0,0,0,0,0,0,0,0,46400
9281,0,0,0,0,0,0,0,0,0,0,46405
9282,0,0,0,0,0,0,0,0,0,0,46410
9283,0,0,0,0,0,0,0,0,0,0,46415
9284,0,0,0,0,0,0,0,0,0,0,46420
9285,0,0,0,0,0,0,0,0,0,0,46425
9286,0,0,0,0,0,0,0,0,0,0,46430
9287,0,0,0,0,0,0,0,0,0,0,46435
9288,0,0,0,0,0,0,0,0,0,0,46440
9289,0,0,0,0,0,0,0,0,0,0,46445
9290,0,0,0,0,0,0,0,0,0,0,46450
9291,0,0,0,0,0,0,0,0,0,0,46455
9292,0,0,0,0,0,0,0,0,0,0,46460
9293,0,0,0,0,0,0,0,0,0,0,46465
9294,0,0,0,0,0,0,0,0,0,0,46470
9295,0,0,0,0,0,0,0,0,0,0,46475
9296,0,0,0,0,0,0,0,0,0,0,46480
9297,0,0,0,0,0,0,0,0,0,0,46485
9298,0,0,0,0,0,0,0,0,0,0,46490
9299,0,0,0,0,0,0,0,0,0,0,46495
9300,0,0,0,0,0,0,0,0,0,0,46500
9301,0,0,0,0,0,0,0,0,0,0,46505
9302,0,0,0,0,0,0,0,0,0,0,46510
9303,0,0,0,0,0,0,0,0,0,0,46515
9304,0,0,0,0,0,0,0,0,0,0,46520
9305,0,0,0,0,0,0,0,0,0,0,46525
9306,0,0,0,0,0,0,0,0,0,0,46530
9307,0,0,0,0,0,0,0,0,0,0,46535
9308,0,0,0,0,0,0,0,0,0,0,46540
9309,0,0,0,0,0,0,0,0,0,0,46545
9310,0,0,0,0,0,0,0,0,0,0,46550
9311,0,0,0,0,0,0,0,0,0,0,46555
9312,0,0,0,0,0,0,0,0,0,0,46560
9313,0,0,0,0,0,0,0,0,0,0,46565
9314,0,0,0,0,0,0,0,0,0,0,46570
9315,0,0,0,0,0,0,0,0,0,0,46575
9316,0,0,0,0,0,0,0,0,0,0,46580
9317,0,0,0,0,0,0,0,0,0,0,46585
9318,0,0,0,0,0,0,0,0,0,0,46590
9319,0,0,0,0,0,0,0,0,0,0,46595
9320,0,0,0,0,0,0,0,0,0,0,46600
9321,0,0,0,0,0,0,0,0,0,0,46605
9322,0,0,0,0,0,0,0,0,0,0,46610
9323,0,0,0,0,0,0,0,0,0,0,46615
9324,0,0,0,0,0,0,0,0,0,0,46620
9325,0,0,0,0,0,0,0,0,0,0,46625
9326,0,0,0,0,0,0,0,0,0,0,46630
9327,0,0,0,0,0,0,0,0,0,0,46635
9328,0,0,0,0,0,0,0,0,0,0,46640
9329,0,0,0,0,0,0,0,0,0,0,46645
9330,0,0,0,0,0,0,0,0,0,0,46650
9331,0,0,0,0,0,0,0,0,0,0,46655
9332,0,0,0,0,0,0,0,0,0,0,46660
9333,0,0,0,0,0,0,0,0,0,0,46665
9334,0,0,0,0,0,0,0,0,0,0,46670
9335,0,0,0,0,0,0,0,0,0,0,46675
9336,0,0,0,0,0,0,0,0,0,0,46680
9337,0,0,0,0,0,0,0,0,0,0,46685
9338,0,0,0,0,0,0,0,0,0,0,46690
9339,0,0,0,0,0,0,0,0,0,0,46695
9340,0,0,0,0,0,0,0,0,0,0,46700
9341,0,0,0,0,0,0,0,0,0,0,46705
9342,0,0,0,0,0,0,0,0,0,0,46710
9343,0,0,0,0,0,0,0,0,0,0,46715
9344,0,0,0,0,0,0,0,0,0,0,46720
9345,0,0,0,0,0,0,0,0,0,0,46725
9346,0,0,0,0,0,0,0,0,0,0,46730
9347,0,0,0,0,0,0,0,0,0,0,46735
9348,0,0,0,0,0,0,0,0,0,0,46740
9349,0,0,0,0,0,0,0,0,0,0,46745
9350,0,0,0,0,0,0,0,0,0,0,46750
9351,0,0,0,0,0,0,0,0,0,0,46755
9352,0,0,0,0,0,0,0,0,0,0,46760
9353,0,0,0,0,0,0,0,0,0,0,46765
9354,0,0,0,0,0,0,0,0,0,0,46770
9355,0,0,0,0,0,0,0,0,0,0,46775
9356,0,0,0,0,0,0,0,0,0,0,46780
9357,0,0,0,0,0,0,0,0,0,0,46785
9358,0,0,0,0,0,0,0,0,0,0,46790
9359,0,0,0,0,0,0,0,0,0,0,46795
9360,0,0,0,0,0,0,0,0,0,0,46800
9361,0,0,0,0,0,0,0,0,0,0,46805
9362,0,0,0,0,0,0,0,0,0,0,46810
9363,0,0,0,0,0,0,0,0,0,0,46815
9364,0,0,0,0,0,0,0,0,0,0,46820
9365,0,0,0,0,0,0,0,0,0,0,46825
9366,0,0,0,0,0,0,0,0,0,0,46830
9367,0,0,0,0,0,0,0,0,0,0,46835
9368,0,0,0,0,0,0,0,0,0,0,46840
9369,0,0,0,0,0,0,0,0,0,0,46845
9370,0,0,0,0,0,0,0,0,0,0,46850
9371,0,0,0,0,0,0,0,0,0,0,46855
9372,0,0,0,0,0,0,0,0,0,0,46860
9373,0,0,0,0,0,0,0,0,0,0,46865
9374,0,0,0,0,0,0,0,0,0,0,46870
9375,0,0,0,0,0,0,0,0,0,0,46875
9376,0,0,0,0,0,0,0,0,0,0,46880
9377,0,0,0,0,0,0,0,0,0,0,46885
9378,0,0,0,0,0,0,0,0,0,0,46890
9379,0,0,0,0,0,0,0,0,0,0,46895
9380,0,0,0,0,0,0,0,0,0,0,46900
9381,0,0,0,0,0,0,0,0,0,0,46905
9382,0,0,0,0,0,0,0,0,0,0,46910
9383,0,0,0,0,0,0,0,0,0,0,46915
9384,0,0,0,0,0,0,0,0,0,0,46920
9385,0,0,0,0,0,0,0,0,0,0,46925
9386,0,0,0,0,0,0,0,0,0,0,46930
9387,0,0,0,0,0,0,0,0,0,0,46935
9388,0,0,0,0,0,0,0,0,0,0,46940
9389,0,0,0,0,0,0,0,0,0,0,46945
9390,0,0,0,0,0,0,0,0,0,0,46950
9391,0,0,0,0,0,0,0,0,0,0,46955
9392,0,0,0,0,0,0,0,0,0,0,46960
9393,0,0,0,0,0,0,0,0,0,0,46965
9394,0,0,0,0,0,0,0,0,0,0,46970
9395,0,0,0,0,0,0,0,0,0,0,46975
9396,0,0,0,0,0,0,0,0,0,0,46980
9397,0,0,0,0,0,0,0,0,0,0,46985
9398,0,0,0,0,0,0,0,0,0,0,46990
9399,0,0,0,0,0,0,0,0,0,0,46995
9400,0,0,0,0,0,0,0,0,0,0,47000
9401,0,0,0,0,0,0,0,0,0,0,47005
9402,0,0,0,0,0,0,0,0,0,0,47010
9403,0,0,0,0,0,0,0,0,0,0,47015
9404,0,0,0,0,0,0,0,0,0,0,47020
9405,0,0,0,0,0,0,0,0,0,0,47025
9406,0,0,0,0,0,0,0,0,0,0,47030
9407,0,0,0,0,0,0,0,0,0,0,47035
9408,0,0,0,0,0,0,0,0,0,0,47040
9409,0,0,0,0,0,0,0,0,0,0,47045
9410,0,0,0,0,0,0,0,0,0,0,47050
9411,0,0,0,0,0,0,0,0,0,0,47055
9412,0,0,0,0,0,0,0,0,0,0,47060
9413,0,0,0,0,0,0,0,0,0,0,47065
9414,0,0,0,0,0,0,0,0,0,0,47070
9415,0,0,0,0,0,0,0,0,0,0,47075
9416,0,0,0,0,0,0,0,0,0,0,47080
9417,0,0,0,0,0,0,0,0,0,0,47085
9418,0,0,0,0,0,0,0,0,0,0,47090
9419,0,0,0,0,0,0,0,0,0,0,47095
9420,0,0,0,0,0,0,0,0,0,0,47100
9421,0,0,0,0,0,0,0,0,0,0,47105
9422,0,0,0,0,0,0,0,0,0,0,47110
9423,0,0,0,0,0,0,0,0,0,0,47115
9424,0,0,0,0,0,0,0,0,0,0,47120
9425,0,0,0,0,0,0,0,0,0,0,47125
9426,0,0,0,0,0,0,0,0,0,0,47130
9427,0,0,0,0,0,0,0,0,0,0,47135
9428,0,0,0,0,0,0,0,0,0,0,47140
9429,0,0,0,0,0,0,0,0,0,0,47145
9430,0,0,0,0,0,0,0,0,0,0,47150
9431,0,0,0,0,0,0,0,0,0,0,47155
9432,0,0,0,0,0,0,0,0,0,0,47160
9433,0,0,0,0,0,0,0,0,0,0,47165
9434,0,0,0,0,0,0,0,0,0,0,47170
9435,0,0,0,0,0,0,0,0,0,0,47175
9436,0,0,0,0,0,0,0,0,0,0,47180
